event_id,event_name,start_time,fighter_a,fighter_b,scheduled_rounds,is_title_fight,is_main_card,market,selection,book,american_odds
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joshua Van,Tatsuro Taira,5.0,1,1,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joshua Van,Tatsuro Taira,5.0,1,1,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joshua Van,Tatsuro Taira,5.0,1,1,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,1,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,1,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,1,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,1,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,1,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,1,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,1,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Alexander Volkov,Waldo Cortes-Acosta,3.0,0,1,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,1,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,1,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,1,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,1,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,1,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,1,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,1,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Sean Brady,Joaquin Buckley,3.0,0,1,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,1,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,1,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,1,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,1,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,1,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,1,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,1,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,King Green,Jeremy Stephens,3.0,0,1,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,0,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,0,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,0,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,0,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Ateba Gautier,Ozzy Diaz,3.0,0,0,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,0,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,0,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,0,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,0,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Joel Alvarez,Yaroslav Amosov,3.0,0,0,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Grant Dawson,Mateusz Rebecki,3.0,0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Grant Dawson,Mateusz Rebecki,3.0,0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Grant Dawson,Mateusz Rebecki,3.0,0,0,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Grant Dawson,Mateusz Rebecki,3.0,0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Grant Dawson,Mateusz Rebecki,3.0,0,0,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Grant Dawson,Mateusz Rebecki,3.0,0,0,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Grant Dawson,Mateusz Rebecki,3.0,0,0,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Grant Dawson,Mateusz Rebecki,3.0,0,0,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jim Miller,Jared Gordon,3.0,0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jim Miller,Jared Gordon,3.0,0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jim Miller,Jared Gordon,3.0,0,0,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jim Miller,Jared Gordon,3.0,0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jim Miller,Jared Gordon,3.0,0,0,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jim Miller,Jared Gordon,3.0,0,0,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jim Miller,Jared Gordon,3.0,0,0,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Jim Miller,Jared Gordon,3.0,0,0,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,0,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,0,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,0,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,0,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Roman Kopylov,Marco Tulio,3.0,0,0,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Pat Sabatini,William Gomis,3.0,0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Pat Sabatini,William Gomis,3.0,0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Pat Sabatini,William Gomis,3.0,0,0,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Pat Sabatini,William Gomis,3.0,0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Pat Sabatini,William Gomis,3.0,0,0,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Pat Sabatini,William Gomis,3.0,0,0,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Pat Sabatini,William Gomis,3.0,0,0,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Pat Sabatini,William Gomis,3.0,0,0,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,0,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,0,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,0,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,0,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Clayton Carpenter,Jose Ochoa,3.0,0,0,by_decision,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,0,moneyline,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,0,moneyline,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,0,fight_goes_to_decision,fight_goes_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,0,inside_distance,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,0,inside_distance,fighter_b,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,0,by_decision,fighter_a,manual,
ufc-328-2026-05-09,UFC 328: Chimaev vs. Strickland,2026-05-09T21:00:00-04:00,Baisangur Susurkaev,Djorden Santos,3.0,0,0,by_decision,fighter_b,manual,
